symbol,open_price,close_price,high_price,low_price,volume
BA,171.49000549316406,172.0,173.53500366210938,167.41000366210938,6532223
BKNG,4833.7099609375,4739.5498046875,4835.85009765625,4700.205078125,305020
BWA,31.299999237060547,31.040000915527344,31.70549964904785,30.940000534057617,3238137
BSX,95.4749984741211,94.87999725341797,96.69200134277344,94.55999755859375,4405126
BMY,56.36000061035156,55.83000183105469,56.52000045776367,55.63669967651367,7247628
AVGO,227.18499755859375,224.30999755859375,227.77000427246094,221.25,23603974
BR,227.6300048828125,221.4600067138672,228.19500732421875,220.0,500871
BRO,101.1500015258789,101.94999694824219,102.5199966430664,101.26499938964844,1497694
BLDR,141.02000427246094,139.9600067138672,141.52000427246094,137.63999938964844,1550744
BG,77.52999877929688,81.22000122070312,82.16999816894531,77.44000244140625,2346845
BXP,68.20999908447266,68.1500015258789,69.0999984741211,67.4000015258789,1499166
CHRW,103.0,101.76000213623047,104.1500015258789,101.69000244140625,803000
CDNS,299.6199951171875,299.0,302.7200012207031,297.32000732421875,1287504
CZR,31.270000457763672,31.43000030517578,31.670000076293945,30.78380012512207,5063379
CPT,109.3499984741211,109.16000366210938,110.8499984741211,108.48699951171875,614737
CPB,38.86000061035156,37.73500061035156,39.02000045776367,37.689998626708984,3742060
COF,179.08999633789062,175.2899932861328,179.25,174.66000366210938,3557580
CAH,121.81999969482422,121.56999969482422,122.75,121.11000061035156,1968296
KMX,80.54000091552734,78.33999633789062,80.54000091552734,78.31999969482422,1389161
CCL,23.549999237060547,24.270000457763672,24.520000457763672,23.34000015258789,20639235
CARR,67.6500015258789,66.51000213623047,67.87999725341797,66.23999786376953,4708919
CAT,357.8299865722656,351.0,359.8500061035156,349.79998779296875,2261148
CBOE,192.05999755859375,190.94000244140625,194.82000732421875,190.27000427246094,760411
CBRE,127.0,123.66999816894531,127.36499786376953,120.27999877929688,2414011
CDW,179.47000122070312,183.13999938964844,183.74000549316406,178.60499572753906,1607872
CE,64.55000305175781,65.01000213623047,65.752197265625,64.05000305175781,1933692
COR,237.07000732421875,236.19000244140625,239.1750030517578,235.7550048828125,1116331
CNC,62.88999938964844,61.83000183105469,63.95000076293945,60.38999938964844,4288125
CNP,31.020000457763672,31.18000030517578,32.369998931884766,30.860000610351562,3964973
CF,87.4000015258789,88.76000213623047,89.16000366210938,86.01000213623047,1476267
CRL,183.97000122070312,186.1199951171875,188.25999450683594,184.01499938964844,657265
SCHW,71.91500091552734,72.7699966430664,73.45999908447266,71.4801025390625,9159761
CHTR,344.4700012207031,334.8900146484375,345.6099853515625,333.70001220703125,1133271
CVX,153.41000366210938,153.13999938964844,154.33999633789062,150.90499877929688,9078728
CMG,57.540000915527344,56.5,57.77000045776367,56.41999816894531,8521670
CB,259.0899963378906,257.7099914550781,263.4599914550781,252.160400390625,4159104
CHD,101.45999908447266,101.41999816894531,102.69000244140625,100.86000061035156,1232539
CI,277.05999755859375,278.989990234375,281.69000244140625,275.0,1402562
CINF,139.19000244140625,135.5800018310547,139.2050018310547,133.02000427246094,1124893
CTAS,191.99000549316406,189.3000030517578,194.24000549316406,189.19000244140625,1997943
CSCO,58.70000076293945,58.7400016784668,59.060001373291016,58.543800354003906,14622491
C,72.45999908447266,71.4000015258789,72.45999908447266,71.02130126953125,10557376
CFG,43.900001525878906,43.29999923706055,44.11000061035156,43.07749938964844,2755510
CLX,158.99000549316406,157.57000732421875,159.58999633789062,157.11500549316406,856511
CME,229.19000244140625,229.1999969482422,229.85000610351562,226.9199981689453,2722050
CMS,65.98999786376953,65.08999633789062,66.4800033569336,64.9800033569336,1955463
KO,61.58000183105469,61.06999969482422,61.650001525878906,60.72999954223633,22320748
CTSH,75.19999694824219,75.31999969482422,76.62149810791016,75.19999694824219,2779105
CL,86.37000274658203,86.36000061035156,87.08999633789062,85.87000274658203,5459767
CMCSA,36.79199981689453,36.36000061035156,37.165000915527344,36.31999969482422,26861452
CAG,26.350000381469727,25.940000534057617,26.53499984741211,25.90999984741211,5517331
COP,103.5,101.91999816894531,104.43000030517578,101.19000244140625,5664137
ED,88.22000122070312,88.1500015258789,89.08000183105469,87.79000091552734,1453909
STZ,203.11000061035156,181.80999755859375,207.90499877929688,179.77999877929688,8644912
CEG,281.989990234375,305.19000244140625,310.0,280.1300048828125,14625254
COO,90.7699966430664,90.30999755859375,91.70999908447266,89.43000030517578,1918256
CPRT,56.255001068115234,55.63999938964844,56.29499816894531,55.380001068115234,4060009
GLW,47.36000061035156,47.119998931884766,47.439998626708984,46.90999984741211,2314305
CPAY,353.5400085449219,348.3900146484375,355.0400085449219,347.00250244140625,605063
CTVA,55.68000030517578,57.09000015258789,57.43000030517578,55.68000030517578,3871691
CSGP,70.45999908447266,69.87000274658203,70.73999786376953,69.44000244140625,2764407
COST,933.3599853515625,936.9400024414062,944.280029296875,923.5,2716409
CTRA,27.969999313354492,27.770000457763672,28.385000228881836,27.670000076293945,10225867
CRWD,354.9100036621094,348.8399963378906,354.9100036621094,343.989990234375,2798020
CCI,86.11000061035156,84.33000183105469,86.36000061035156,84.19999694824219,4105965
CSX,31.860000610351562,31.780000686645508,32.13999938964844,31.709999084472656,12648503
CMI,357.010009765625,354.8800048828125,357.9599914550781,353.9601135253906,428787
CVS,46.41999816894531,48.0099983215332,48.09000015258789,46.34000015258789,14896671
DHI,139.0,136.52000427246094,139.7899932861328,136.28500366210938,2896755
DHR,235.5500030517578,235.07000732421875,238.7100067138672,234.5,2843487
DRI,180.38999938964844,180.02000427246094,182.53500366210938,179.14999389648438,1091162
DVA,152.6300048828125,153.39999389648438,155.0,152.4499969482422,350048
DAY,69.0,70.29000091552734,70.50499725341797,68.81999969482422,902456
DECK,207.0,207.5,210.43499755859375,205.9499969482422,1149069
DE,405.8900146484375,408.57000732421875,411.2300109863281,403.010009765625,1236676
DELL,117.91999816894531,114.7699966430664,117.9800033569336,114.58999633789062,7403964
DAL,64.98999786376953,66.94999694824219,68.98999786376953,64.51010131835938,25594542
DVN,36.25,35.9900016784668,36.880001068115234,35.64500045776367,11333110
DXCM,79.36000061035156,77.76000213623047,79.63500213623047,76.87999725341797,4652730
FANG,174.78500366210938,174.77000427246094,177.25999450683594,171.6999969482422,2691831
DLR,177.24000549316406,173.33999633789062,178.0050048828125,172.79010009765625,1924120
DFS,174.02999877929688,169.63999938964844,174.15499877929688,169.3300018310547,1295175
DG,71.19000244140625,71.36000061035156,71.87000274658203,70.79000091552734,4032530
DLTR,70.91000366210938,72.9000015258789,73.93000030517578,70.84010314941406,2591942
D,54.459999084472656,53.38999938964844,54.939998626708984,53.220001220703125,4175765
DPZ,410.0,402.3299865722656,411.5035095214844,401.93499755859375,581625
DOV,185.0,183.63999938964844,185.99000549316406,182.75,848857
DOW,38.720001220703125,38.5,38.83000183105469,38.45000076293945,6754612
DTE,120.13999938964844,119.0199966430664,120.79000091552734,118.36000061035156,859930
DUK,107.47000122070312,105.87000274658203,108.58999633789062,105.44000244140625,2239137
DD,73.63999938964844,72.69999694824219,73.8499984741211,72.44000244140625,1989061
EMN,87.13999938964844,87.23999786376953,88.30999755859375,86.70999908447266,1033448
ETN,342.8900146484375,341.45001220703125,343.7300109863281,337.9700012207031,1539460
EBAY,68.78500366210938,65.9000015258789,69.125,65.8499984741211,7891803
ECL,231.77000427246094,229.72000122070312,233.72000122070312,229.5399932861328,964134
EIX,69.1500015258789,65.0,70.5,64.12000274658203,11954461
EW,73.43000030517578,73.41999816894531,74.0999984741211,72.88999938964844,2746545
EA,142.75999450683594,140.85000610351562,142.80999755859375,140.4600067138672,2282623
ELV,381.239990234375,381.1499938964844,390.79998779296875,379.010009765625,1760021
EMR,118.44000244140625,117.94000244140625,119.0999984741211,117.22000122070312,3733628
ENPH,68.75,66.73999786376953,68.98999786376953,66.6500015258789,2859091
ETR,76.44999694824219,76.19000244140625,76.80000305175781,75.46499633789062,2424180
EOG,131.27999877929688,131.41000366210938,134.83999633789062,130.0500030517578,4318600
EPAM,226.24000549316406,225.6199951171875,228.8800048828125,224.60000610351562,613034
EQT,49.58000183105469,49.0,50.02000045776367,48.86000061035156,10464281
EFX,243.1699981689453,244.35000610351562,244.72999572753906,242.0,1029781
EQIX,924.3300170898438,899.8300170898438,934.469970703125,898.8300170898438,745934
EQR,67.1500015258789,66.9800033569336,68.0,66.68499755859375,1476741
ERIE,397.1499938964844,389.239990234375,397.7950134277344,383.4100036621094,104049
ESS,270.1499938964844,271.8999938964844,277.4200134277344,269.5050048828125,807594
EL,72.37999725341797,73.44999694824219,74.9800033569336,71.36000061035156,4653147
EG,362.4800109863281,353.5199890136719,365.3550109863281,353.30999755859375,512919
EVRG,60.65999984741211,59.900001525878906,61.029998779296875,59.804100036621094,1444856
ES,55.959999084472656,55.630001068115234,56.779998779296875,55.599998474121094,3045479
EXC,38.04499816894531,37.29999923706055,38.47999954223633,37.290000915527344,7674272
EXPE,182.0,180.1999969482422,182.0,179.3300018310547,1306278
EXPD,112.0,109.08999633789062,112.79000091552734,108.3550033569336,1726599
EXR,147.24000549316406,146.7899932861328,147.77999877929688,145.5,1090957
XOM,108.69999694824219,106.54000091552734,110.0999984741211,105.77999877929688,15048070
FFIV,255.49000549316406,254.32000732421875,257.2200012207031,253.89999389648438,409917
FDS,450.489990234375,453.0199890136719,455.989990234375,447.5899963378906,255352
FICO,1944.6800537109375,1917.6300048828125,1938.4150390625,1908.0,110866
FAST,72.27999877929688,71.62999725341797,72.66000366210938,71.37999725341797,2766720
FRT,102.9000015258789,101.6500015258789,103.5,101.5,531757
FDX,274.510009765625,270.7300109863281,274.510009765625,270.45001220703125,1132512
FIS,78.51000213623047,77.12999725341797,78.7750015258789,76.91999816894531,1922095
FITB,41.869998931884766,41.119998931884766,41.8849983215332,41.005001068115234,5842331
FSLR,190.27000427246094,189.24000549316406,191.66000366210938,186.97000122070312,1391261
FE,39.540000915527344,38.720001220703125,39.82500076293945,38.560001373291016,3526842
FI,203.83999633789062,200.50999450683594,204.2550048828125,199.5800018310547,2990564
FMC,49.7400016784668,49.59000015258789,50.01499938964844,48.79999923706055,1058781
F,9.670000076293945,9.649999618530273,9.84000015258789,9.59000015258789,72925116
FTNT,95.44000244140625,94.55999755859375,95.66999816894531,94.1500015258789,3945239
FTV,75.87000274658203,75.27999877929688,75.98999786376953,74.77999877929688,2057703
FOXA,48.61000061035156,48.189998626708984,48.7599983215332,47.52000045776367,3177517
FOX,46.415000915527344,45.86000061035156,46.415000915527344,45.29999923706055,769002
BEN,19.469999313354492,19.1200008392334,19.655000686645508,19.040000915527344,4521888
FCX,40.5,38.97999954223633,40.595001220703125,38.72999954223633,11790493
GRMN,209.0,209.16000366210938,210.07000732421875,206.8800048828125,543987
IT,492.69000244140625,489.0,494.3900146484375,483.5299987792969,380027
GE,172.39999389648438,171.69000244140625,173.4600067138672,170.77999877929688,4139229
GEHC,85.37999725341797,84.76000213623047,86.06999969482422,84.4000015258789,3788203
GEV,363.20001220703125,367.1000061035156,367.8299865722656,351.0,2373341
GEN,26.829999923706055,26.899999618530273,27.040000915527344,26.68000030517578,2952954
GNRC,156.66000366210938,157.44000244140625,158.4600067138672,153.2550048828125,810836
GD,260.5199890136719,259.3800048828125,261.9549865722656,258.6499938964844,1134895
GIS,60.20000076293945,58.5,60.43000030517578,58.27000045776367,4443952
GM,50.779998779296875,49.849998474121094,50.83000183105469,49.7599983215332,6077450
GPC,115.2300033569336,115.91000366210938,116.71499633789062,115.07499694824219,1014606
GILD,90.12999725341797,89.87999725341797,91.41999816894531,88.57499694824219,7802388
GPN,108.93000030517578,105.70999908447266,109.62000274658203,105.04060363769531,1843567
GL,112.77999877929688,112.41999816894531,113.41999816894531,111.43000030517578,625905
GDDY,194.75999450683594,192.86000061035156,195.46499633789062,192.11000061035156,859061
GS,576.25,560.0,576.0,558.010009765625,2241713
HAL,27.475000381469727,26.969999313354492,27.809999465942383,26.853500366210938,10231057
HIG,107.20999908447266,106.30999755859375,108.31999969482422,104.93000030517578,2501954
HAS,56.75,57.040000915527344,57.43000030517578,56.65999984741211,1127656
HCA,309.0,302.82000732421875,314.4700012207031,300.510009765625,2111554
DOC,19.959999084472656,19.65999984741211,20.104999542236328,19.440000534057617,3246233
HSIC,70.58000183105469,69.66999816894531,70.9800033569336,69.62999725341797,873485
HSY,162.1999969482422,158.1999969482422,162.89999389648438,156.10000610351562,2645717
HES,142.24000549316406,142.41000366210938,144.06149291992188,140.25,1912579
HPE,21.829999923706055,22.079999923706055,22.979999542236328,21.485000610351562,25615617
HLT,242.27999877929688,240.69000244140625,244.8695068359375,240.00999450683594,1117258
HOLX,72.30999755859375,71.69999694824219,72.31500244140625,71.19000244140625,2061263
HD,388.9100036621094,389.8900146484375,392.9100036621094,384.614990234375,4522630
HON,219.97000122070312,218.19000244140625,220.0,216.27999877929688,3381398
HRL,30.280000686645508,30.049999237060547,30.594999313354492,29.81999969482422,2315119
HST,16.6299991607666,17.079999923706055,17.110000610351562,16.549999237060547,6340688
HWM,113.80000305175781,112.63999938964844,114.7300033569336,112.5199966430664,2375562
HPQ,33.11000061035156,33.20000076293945,33.44499969482422,32.88999938964844,4660137
HUBB,429.3699951171875,420.25,428.4800109863281,418.80999755859375,475478
HUM,268.0,269.0400085449219,275.5,267.1199951171875,1356427
HBAN,16.40999984741211,16.020000457763672,16.40999984741211,15.869999885559082,16076999
HII,188.00999450683594,190.02000427246094,190.39999389648438,187.10000610351562,289639
IBM,222.0,219.75,222.38999938964844,216.8000030517578,2242232
IEX,206.0399932861328,206.02000427246094,207.57000732421875,205.00999450683594,359519
IDXX,427.25,418.04998779296875,431.010009765625,417.760009765625,664744
ITW,245.11000061035156,244.89999389648438,247.27000427246094,242.6855010986328,915656
INCY,72.20999908447266,70.54000091552734,72.5999984741211,69.52999877929688,1798642
IR,88.25,87.0199966430664,88.38500213623047,86.73999786376953,1921289
PODD,268.17999267578125,271.8299865722656,274.45001220703125,266.8900146484375,526792
INTC,19.59000015258789,19.149999618530273,19.600000381469727,18.90999984741211,69579266
ICE,144.7899932861328,142.8000030517578,145.47999572753906,142.4499969482422,2759454
IFF,80.69000244140625,81.36000061035156,81.56999969482422,80.38999938964844,1140105
IP,54.75,54.09000015258789,54.900001525878906,54.08000183105469,3999770
IPG,27.040000915527344,26.639999389648438,27.399999618530273,26.600000381469727,5552318
INTU,619.280029296875,623.4299926757812,633.6199951171875,617.2899780273438,2045973
ISRG,539.010009765625,547.469970703125,550.1799926757812,537.1699829101562,1705441
IVZ,16.75,16.360000610351562,16.84000015258789,16.270000457763672,2980050
INVH,30.1299991607666,30.280000686645508,30.68000030517578,30.1299991607666,2821888
IQV,202.7100067138672,203.27000427246094,207.72000122070312,201.75,1629801
IRM,100.43000030517578,101.16000366210938,101.97000122070312,99.5199966430664,1635343
JBHT,174.94000244140625,174.2899932861328,176.0500030517578,173.49000549316406,655469
SJM,104.5999984741211,100.9000015258789,105.0999984741211,100.77200317382812,1180727
JBL,152.47999572753906,153.8800048828125,156.11000061035156,151.2100067138672,1217496
JKHY,172.14999389648438,172.0,172.30999755859375,170.6999969482422,659446
J,131.91000366210938,132.35000610351562,132.94000244140625,131.0399932861328,424621
JNJ,141.0,142.05999755859375,143.6699981689453,140.67999267578125,8585025
JCI,79.2300033569336,78.66000366210938,79.66999816894531,78.37999725341797,2865731
JPM,243.08999633789062,239.8699951171875,243.80999755859375,238.76480102539062,7745890
JNPR,38.439998626708984,38.45000076293945,38.459999084472656,38.25,1574862
K,81.41000366210938,81.51000213623047,81.55000305175781,81.33499908447266,1815983
KVUE,20.899999618530273,20.850000381469727,20.965900421142578,20.684999465942383,7379974
KDP,30.780000686645508,30.3799991607666,31.1825008392334,30.324600219726562,9534617
KEY,16.899999618530273,16.719999313354492,16.94499969482422,16.59000015258789,13894557
KEYS,162.1199951171875,161.30999755859375,163.39999389648438,160.60850524902344,466630
KMB,125.2300033569336,124.45999908447266,126.0,124.0999984741211,1791405
KIM,21.59000015258789,21.65999984741211,21.770000457763672,21.475000381469727,3757299
KMI,28.489999771118164,28.15999984741211,28.81999969482422,28.020000457763672,9094081
KKR,145.72999572753906,140.92999267578125,147.0,140.22500610351562,3299439
KLAC,683.9000244140625,683.0599975585938,694.5700073242188,671.8900146484375,1236206
KHC,29.3700008392334,28.510000228881836,29.420000076293945,28.5,14165145
KR,58.79999923706055,59.119998931884766,59.709999084472656,58.52000045776367,3949920
LHX,207.5800018310547,208.27999877929688,208.8000030517578,205.1999969482422,1498318
LH,231.39999389648438,232.0,232.91000366210938,228.9561004638672,481459
LRCX,76.12999725341797,74.6500015258789,76.19999694824219,74.31999969482422,11595297
LW,60.20000076293945,60.72999954223633,61.18000030517578,59.529998779296875,2522600
LVS,48.66999816894531,47.209999084472656,48.80500030517578,47.02000045776367,3998646
LDOS,145.75,149.44000244140625,151.0279998779297,145.75,1373562
LEN,132.8699951171875,129.55999755859375,133.58999633789062,129.36000061035156,4052238
LII,617.780029296875,610.0599975585938,621.2100219726562,609.8699951171875,312746
LLY,791.9299926757812,799.9000244140625,800.0,784.8599853515625,3639743
LIN,414.8500061035156,414.1499938964844,417.8900146484375,411.7799987792969,2623817
LYV,129.58999633789062,128.50999450683594,130.11000061035156,128.27999877929688,1711128
LKQ,36.0099983215332,36.27000045776367,36.400001525878906,35.900001525878906,2841578
LMT,468.0,468.04998779296875,471.5899963378906,465.7300109863281,952664
L,82.41999816894531,81.12999725341797,82.8772964477539,80.79000091552734,637616
LOW,247.0,247.89999389648438,250.0,244.5,2495813
LULU,391.760009765625,395.4700012207031,397.3500061035156,388.6709899902344,1309509
LYB,72.80000305175781,72.4800033569336,73.08930206298828,72.22000122070312,3323988
MTB,190.4199981689453,187.75,190.49000549316406,185.72000122070312,1148079
MPC,144.25999450683594,142.27000427246094,145.3000030517578,140.91029357910156,2959500
MKTX,217.1699981689453,215.4600067138672,217.7050018310547,214.22999572753906,468674
MAR,273.1199951171875,270.760009765625,275.1600036621094,270.5299987792969,1282451
MMC,209.57000732421875,209.11000061035156,211.98989868164062,208.94000244140625,1858846
MLM,511.79998779296875,508.7099914550781,512.7000122070312,505.760009765625,289508
MAS,72.61000061035156,72.12999725341797,72.61499786376953,71.61000061035156,1560275
MA,512.1199951171875,504.6700134277344,513.6500244140625,503.3599853515625,1983482
MTCH,31.329999923706055,30.809999465942383,31.42729949951172,30.780000686645508,3230949
MKC,73.77999877929688,71.38999938964844,73.98500061035156,71.0999984741211,1563612
MCD,287.5,282.30999755859375,287.7699890136719,281.7900085449219,3128335
MCK,588.969970703125,581.739990234375,592.3200073242188,581.010009765625,467715
MDT,82.0,80.66000366210938,82.48999786376953,80.51000213623047,5645352
MRK,99.20999908447266,99.25,100.40499877929688,98.80999755859375,5872351
META,610.030029296875,615.8599853515625,629.9099731445312,597.3800048828125,19177518
MET,82.27999877929688,80.25,82.37999725341797,80.05999755859375,3692995
MTD,1221.0400390625,1210.989990234375,1232.0400390625,1206.8199462890625,158902
MGM,32.310001373291016,31.8700008392334,32.35499954223633,31.844999313354492,5080536
MCHP,55.439998626708984,55.189998626708984,55.869998931884766,54.46500015258789,7626911
MU,98.12000274658203,99.33999633789062,100.77999877929688,96.87000274658203,19466776
MSFT,424.6099853515625,418.95001220703125,424.69500732421875,415.0199890136719,19826981
MAA,147.6699981689453,148.19000244140625,150.0,146.77000427246094,802576
MRNA,42.70000076293945,42.25,43.69990158081055,41.78499984741211,6359722
MHK,119.27999877929688,118.08999633789062,120.0,117.30000305175781,458085
MOH,298.04998779296875,286.0799865722656,300.56500244140625,273.8900146484375,569844
TAP,54.900001525878906,52.439998626708984,55.45000076293945,52.20000076293945,2300795
MDLZ,57.52000045776367,56.25,58.220001220703125,56.20500183105469,11652350
MPWR,611.4600219726562,591.22998046875,614.5250244140625,582.0599975585938,1052745
MNST,51.2400016784668,49.7400016784668,51.40480041503906,49.68000030517578,6628643
MCO,463.6700134277344,452.80999755859375,465.81500244140625,449.6199951171875,939434
MS,126.30999755859375,123.44999694824219,126.5,123.29000091552734,5112233
MOS,24.75,24.829999923706055,25.075000762939453,24.075000762939453,3472152
MSI,459.1199951171875,455.260009765625,461.0249938964844,453.7850036621094,587572
MSCI,589.530029296875,575.72998046875,595.0,573.77001953125,369445
NDAQ,77.5999984741211,75.87999725341797,77.5999984741211,75.61000061035156,3152502
NTAP,116.94999694824219,116.27999877929688,117.55000305175781,115.62120056152344,1285773
NFLX,865.9600219726562,837.6900024414062,866.4099731445312,834.4199829101562,4758731
NEM,39.77000045776367,39.099998474121094,40.2599983215332,38.81999969482422,8500053
NWSA,27.31999969482422,26.979999542236328,27.55500030517578,26.969999313354492,2396801
NWS,30.100000381469727,29.889999389648438,30.479999542236328,29.889999389648438,540155
NEE,69.98999786376953,67.37999725341797,70.06999969482422,67.07009887695312,13039678
NKE,71.8499984741211,71.19999694824219,72.38999938964844,71.0999984741211,13315483
NI,36.2400016784668,36.029998779296875,36.54999923706055,36.0,3767908
NDSN,198.6374969482422,200.1199951171875,200.30999755859375,196.8323974609375,567624
NSC,233.85000610351562,233.94000244140625,237.375,233.00999450683594,733599
NTRS,101.0,99.45999908447266,101.2750015258789,99.12999725341797,905154
NOC,461.3599853515625,458.69000244140625,464.375,455.42498779296875,465778
NCLH,25.049999237060547,25.790000915527344,26.06999969482422,24.829999923706055,7062778
NRG,98.95999908447266,99.38999938964844,100.52999877929688,96.68000030517578,2654137
NUE,116.72000122070312,118.16000366210938,118.82969665527344,116.23999786376953,1693752
NVDA,137.3699951171875,135.91000366210938,137.6750030517578,134.22000122070312,204822623
NVR,7918.68994140625,7845.22021484375,7918.68994140625,7802.43017578125,25337
NXPI,209.6300048828125,206.75,211.32000732421875,206.3800048828125,2365418
ORLY,1196.0400390625,1197.5999755859375,1207.06005859375,1195.3599853515625,305357
OXY,52.20000076293945,51.29999923706055,52.540000915527344,51.20000076293945,9664273
ODFL,176.50999450683594,176.41000366210938,177.89999389648438,175.27000427246094,1043406
OMC,83.12999725341797,82.06999969482422,83.63999938964844,81.66390228271484,3401952
ON,56.27000045776367,53.939998626708984,56.599998474121094,53.599998474121094,17534832
OKE,102.8499984741211,101.75,103.56500244140625,100.91000366210938,2410679
ORCL,159.1999969482422,154.5,159.10760498046875,153.92860412597656,11193907
OTIS,90.66000366210938,90.7699966430664,91.55500030517578,90.5199966430664,1869063
PCAR,107.0250015258789,106.58000183105469,107.38999938964844,105.19000244140625,2110523
PKG,226.8300018310547,228.0500030517578,230.0,226.0399932861328,835946
PLTR,65.9000015258789,67.26000213623047,68.19999694824219,65.04000091552734,77473271
PANW,171.9949951171875,173.4199981689453,175.24000549316406,171.30999755859375,5714857
PARA,10.529999732971191,10.479999542236328,10.619999885559082,10.460000038146973,9891117
